,,二级分类,报告期,number,总资产(亿元),货币资产(亿元),净资产(亿元),总债务(亿元),带息债务(亿元),净债务(亿元),经营活动现金流(亿元),投资活动现金流(亿元),筹资活动现金流(亿元),主营业务收入(亿元),主营业务利润(亿元),净利润(亿元),主营业务利润率(%),主营业务收入增长率(%),总资产报酬率(%),净资产回报率(%),流动比率,速动比率,存货周转率,资产负债率,短期债务/总债务,带息债务/总投入资本,货币资金/短期债务,货币资金/总债务
0,0,个人电子,2003-12-31,4,180.28141129438848,17.032449836102547,80.17027233210207,88.00892955481831,55.612779985009446,38.5803301489069,-1.3741632778029222,-3.9630208045004474,7.7178445014684725,190.91577427202515,6.321433255048704,6.10533414224489,2.736711496331065,17.697536983849115,4.674915723013622,12.066757873029688,1.782312533103703,1.1289876675010866,3.3556649015612696,51.80109408735458,94.00411105341634,49.39375715136896,0.570612027492731,0.19241146272141385
1,0,个人电子,2004-12-31,4,245.82553784389518,48.31242700064343,65.24639825005335,153.6227841884085,73.70463920704928,25.392212206405844,-5.95362939747208,-1.348031669995409,35.30977384234267,293.0193472893241,-10.776464511496433,-11.172692978034949,-10.395982365573735,20.74297717756102,-5.614929040860927,-6.8545942114233895,1.578853841683723,0.9906501120854925,4.465330831776332,59.19760780990598,89.23396552931658,53.16452874563437,0.4719624078448205,0.31438417358492426
2,0,互联网,2003-12-31,2,16.11750671860967,4.202713631895921,8.557127410375962,6.8031924377948485,6.179992384933156,1.9772787530372362,0.36439070227475956,-1.2631784490472688,2.173381456969631,7.911124328571325,0.7429391264226235,0.7119556642978218,9.393718522242292,18.725658892123814,5.301298733994703,8.27545627325345,1.5065879324318996,1.2506291835946404,4.348939469283559,42.46925509496808,88.5556748025081,41.38909961356292,0.6958955198991248,0.5947974413409889
3,0,互联网,2004-12-31,2,18.238813268128904,3.5372610012971624,9.111420643801031,8.387023045742236,7.286329458978105,3.749068457680942,0.19608993470794528,-0.6587229171852195,-0.16059529419177548,11.408051631186712,0.6183842062324041,0.6269403765866342,5.76494107295965,44.64575197617581,5.649934266184228,7.987820538549741,1.5415585191964294,1.1478659264549074,4.393671970894082,46.3363769932633,86.54127155980953,43.448199276432526,0.49593161519911244,0.4095503017902817
4,0,交通运输,2003-12-31,58,5858.922185639198,547.1939642586561,3462.0635124147952,2382.6048242515094,1457.5194163235853,910.3254520649291,10.102958185347056,-22.831543862810527,14.927218054360784,1093.6984800333569,279.1496724209134,10.690205388256212,21.701718404707208,10.82927053161555,4.225129458753487,0.6110421326450766,1.0278707550465715,0.9461681869845252,17.0580439524414,47.357602680884916,46.81119279946062,40.93476810052846,0.570992231311098,0.26831159730316884
5,0,交通运输,2004-12-31,69,6303.090747204992,492.6170367048962,3793.5623793111254,2490.172214986307,1525.4605007621358,1032.8426922308554,16.90398928517837,-25.575191115233263,14.30954473916154,1756.064237488051,293.3510699033095,26.71614529424492,18.323811472776477,55.6971311454448,5.643686476318334,6.608944367852393,1.0282235814617415,0.9437866783853055,34.062609177118084,48.18371224736827,46.467576960475235,42.16288097170748,0.51162844443061,0.23533593238530695
6,0,信息技术,2003-12-31,8,54.99464960152199,10.526231867390388,20.997118865890233,29.204211552984876,14.94628804770146,4.4200561803110725,1.3807469256277831,-2.8219144430138323,3.9880508578474205,48.67155684276686,1.198526697890205,0.9904573731875725,-20.94222992226249,15.30014991241701,1.5766172714075668,-12.739675692771758,1.4815630764718186,1.0715593178161393,3.1729365935822105,55.06824424599985,93.39491799999898,42.06508946250282,0.46520344826230164,0.40162131468783535
7,0,信息技术,2004-12-31,9,62.604054328925876,9.270199139249218,20.72321496759302,37.782860851595245,19.673104546847117,10.402905407597906,0.8545908814777787,-5.674448157578959,4.184780005360006,56.348598974319415,1.5037693964012684,1.289560773781947,3.6069023539557215,34.73983048318897,4.67666015162792,4.446552430874741,1.2934505030132482,0.8841816235342084,3.5728397552662137,60.43316544731309,93.886303628111,46.63819127991094,0.39287290359869204,0.32778650369991186
8,0,光伏,2004-12-31,1,0.464539885,0.1460434625,0.3116705396,0.1528693454,0.0,-0.1460434625,0.09218624710000001,-0.03503179,0.025,0.6006795089,0.1643716278,0.1644977172,27.3643,0.0,35.2198,52.7794,2.5858,1.6743,2.8087,32.9077,100.0,0.0,0.955348255844628,0.955348255844628
9,0,公用事业,2003-12-31,65,5129.203155238921,635.4098339938514,1820.1075287978551,3217.8541422940534,2363.411271889846,1728.0014378959943,488.18657772266727,-521.9594865157633,5.457291207458058,2340.957611424343,40.877559758109406,25.11781845523375,8.277634926628709,17.36285775873415,4.0845297905223985,2.8476811987152053,1.0474827976835162,0.9895480847869342,31.23597391863827,59.50913017655209,41.39591369751196,57.77554949473237,0.578217507022065,0.2067375727230367
10,0,公用事业,2004-12-31,74,4979.1748637685205,560.6342516749456,1733.212119843294,3147.01905143603,2272.2401241366115,1711.605872461666,471.51493131072226,-485.15256391886385,8.332229479638189,2560.6193836214875,48.398256467646405,38.060107693664,9.386941054200179,33.05543892389257,4.284397130441583,3.766464980675422,0.8985763835153767,0.838225185791616,31.553849526678782,60.88794418751953,42.59326032350257,59.58393751666539,0.48830803113505145,0.16927731395821252
11,0,军工卫星,2003-12-31,2,17.87643413865533,2.004111001828269,11.410580458804919,6.366914065951962,4.0284867650958445,2.0243757632675754,-0.6639076362392774,1.621759199395767,-1.6564771654365709,13.842882069327674,1.0013506177916314,0.9918276923636449,7.573895818225528,5.822144924626101,7.168876205568171,11.471856020553588,1.2580532205360122,1.030430355367208,8.46672853215932,36.39041526431665,96.56944263937291,26.30111921507207,0.5343929324034733,0.30720168851110696
12,0,军工卫星,2004-12-31,3,983.9156367508567,166.9454672334755,296.2696319504212,644.4297392441799,322.5409463974012,155.59547916392566,26.950100933916442,-43.17419350120366,28.435506942181203,623.7676518885626,13.82859421887733,12.886278051794502,2.6097316167598987,0.6999499959142681,0.41549626108077686,0.5932713136564425,1.1637182682645761,0.8711113743158223,0.2814844417691767,64.55281221682681,75.01164845428613,51.30010635420058,0.396395193480864,0.26933488952962004
13,0,农业,2003-12-31,11,39.94663902972802,6.042700001059888,19.77796660240955,19.280048550443528,15.923346797482788,9.880646796422898,3.260839477783077,-1.9174335579407442,-1.0181062135835444,15.75934754236946,2.7764407707060874,2.7975361339127742,15.0108999853117,26.934643062495457,5.394554382648916,8.391668095559776,1.3236145057920639,0.8886363245737666,2.626626274172303,47.823219879531806,85.56969506503893,44.64169619047105,0.41849664346100224,0.3352362769517671
14,0,农业,2004-12-31,12,47.12001154101745,5.9984066191879855,22.881058744291337,22.896746009196363,19.86517892236003,13.866772303172041,2.7097521087730287,-6.142720215996615,3.7148302622652136,21.334369546826775,2.9050348279856806,2.9079798339996503,11.6863909725733,32.20742260353755,7.807698919051643,12.114766110141126,1.2386539979089513,0.753378416058198,3.392744844027052,46.32514991404509,90.06180829804059,43.988100269829566,0.38221897958817114,0.30048277636542586
15,0,动力电池,2003-12-31,2,2.696563971126125,0.29974936476760244,0.9359069293648381,1.7443663263171203,0.8106485083548927,0.5108991435872903,0.4370722045831983,0.018810625384989718,-0.3283589510557575,1.4242851330214217,0.013918997745838269,0.12115677317712076,-0.047490361414192606,-43.126116581470235,3.0708754706351584,6.006091582493461,0.9011966444670978,0.795174149630805,6.3631056671005135,62.46855993287616,99.97095308850443,44.58955354244002,0.26366715410646213,0.2530017318961003
16,0,动力电池,2004-12-31,2,2.710880643000706,0.5418335267232894,1.0815315705111086,1.6056196417471955,0.8049171362998107,0.2630836095765213,0.3204254021150933,-0.17182871706786734,0.06421983462134312,1.7090279918865856,0.19894599651831976,0.16326197552244576,11.3593133213658,18.130509909773572,9.6033510805671,16.680684138587807,1.2599270760615628,1.1200360274177776,9.211864354136335,59.003440138890646,99.48112989291657,42.445804733291794,0.3907709891558116,0.36534496596048194
17,0,化工,2003-12-31,52,64.90890095268934,8.256721661666957,21.827993535327522,38.2639456633867,26.86973184893473,18.61301018726778,2.1771621652197766,-5.758848661202077,5.892193385353084,33.10529692395574,1.1202337495296975,1.2551486843712139,6.201311877580728,29.09089711281922,4.997181276515843,5.982218159342908,1.1292901790524335,0.8748922516088649,3.854127731404262,54.575337028719,73.5491982574493,51.62642170309743,0.48410500378207566,0.2745513069454318
18,0,化工,2004-12-31,57,98.75498944279161,11.817020573751613,26.402516332369405,63.89890217651857,46.043480384874336,34.22645981112272,4.5449752081730805,-8.76083445624561,7.772151592969631,67.9690112152156,2.394507011843623,2.4720383877546874,6.246230064141538,58.423675167861454,7.098999562164231,8.954654273283252,1.064988820670492,0.7762972119248802,6.481241066010641,57.596054312456715,74.3627308236931,54.963610293163455,0.41273837330443547,0.24351585179335128
19,0,医疗,2003-12-31,1,2.4051923890999998,0.6373565742,1.086570563,0.9537347608,0.17556313829999998,-0.46179343590000005,0.0,0.0,0.0,4.4692713096,0.28740666870000003,0.23087738219999998,6.4307,33.3347,12.7764,19.4734,1.5243,1.1465,17.54,39.6532,98.7758,13.91,0.6765567914507328,0.6682744515523168
20,0,医疗,2004-12-31,1,2.7653623445999997,0.5805343225,1.2502652928,1.2472678375,0.3286044654,-0.2519298571,0.42068867590000003,-0.37984893729999997,-0.09756343029999999,5.636588477,0.2827624266,0.22476587969999998,5.0166,26.1187,10.762,17.563,1.2447,0.972,14.25,45.1032,99.0639,20.8126,0.4704508726148453,0.46544479465101257
21,0,医药,2003-12-31,37,71.0129052192966,8.701787578606822,19.868279455956745,43.5535725680024,28.272572562252922,19.570784983646096,1.527512969929484,-4.363408162813509,1.6664749496605895,65.49700151659627,2.7962521627009704,2.3209757407957134,6.669857841792654,24.729706734686104,6.2429310985179765,8.487864493623398,1.2502653093963536,0.9340134923761862,3.2176483402951757,56.92121885903708,90.47976345988762,52.42350130045029,0.38376915364435005,0.2910769872771125
22,0,医药,2004-12-31,41,77.51042729371069,8.455376803195447,20.042592065397063,48.521384436664036,32.540917814289124,24.085541011093678,1.7685403169784124,-4.898261953262498,3.3163438197556383,71.67838227499148,2.0238774550132783,1.8319014096493478,4.182858640497882,13.619281258140592,5.14905505896637,6.415965979565688,1.237867594323795,0.9297296555493867,4.625351248284278,57.519644980419415,90.53847043597072,54.69466534262892,0.3902584253216168,0.2828069010020319
23,0,合金材料,2003-12-31,1,20.025110786099997,4.4284870908,11.7505868443,7.272037915199999,3.6033682677999996,-0.825118823,0.35796337850000004,-2.6922410180000003,0.376994472,7.655138299600001,0.8803362309,0.8646095562,11.4999,48.3049,4.9738,7.1936,1.8634,1.5073,3.3355,36.3146,93.7328,23.4687,0.9989439474867448,0.6089746976626159
24,0,合金材料,2004-12-31,1,22.744745426999998,3.2071500181,12.1797996885,9.4826771195,5.0304788531,1.823328835,0.10351377960000001,-2.1578678062,0.8330169539,12.026074248499999,1.0939611833,0.9580310431,9.0966,57.0981,5.4471,7.0154,1.5136,1.1176,3.283,41.6917,95.7338,29.2295,0.5783893972950773,0.33821145417941906
25,0,商务服务,2003-12-31,1,50.1883376,7.9662741,9.7410629,38.884481,22.6015061,14.635232,-0.6176905,0.5915904,1.4739306,69.9505995,0.9603983,0.9312014,1.373,45.3118,3.5391,7.7008,1.0466,0.9032,11.1363,77.4771,98.5123,69.8816,0.2333664737481413,0.2048702694527413
26,0,商务服务,2004-12-31,1,45.3707742,14.5521541,15.1207422,27.5422238,10.3368265,-4.2153276,6.2482098,-0.7018957,1.0444803,82.4118719,1.5178469,1.3486444,1.8418,17.8144,3.5281,8.5033,1.2962,1.2196,19.7572,60.7048,96.5229,40.6041,0.5974775481789846,0.5283579933730697
27,0,园区开发,2003-12-31,12,71.17443199285844,11.449354885209694,22.613448538401187,42.8081945233682,34.14268725299029,22.693332367780602,2.404203229688605,-3.222677285606789,3.117066089773505,11.533415246735872,1.9108971199246958,1.8647346148386834,13.957994743740585,24.000818496440857,3.883674119840613,5.271166034309957,2.0566556672429077,0.8405382611795218,0.29820267785081095,56.70567022540772,79.31134029725216,52.58394007537512,0.4772011609113824,0.33866740479896096
28,0,园区开发,2004-12-31,13,87.29873913989013,10.882128556858804,25.064820099809058,54.171045113820554,44.369636639093784,33.48750808223498,-1.6882142509717635,-3.1129178405381337,4.914269462465828,13.247446742168792,1.6239909378958988,2.01553353005782,12.644260161840029,16.684173877839207,3.594954608723652,4.267375145573629,1.7399836882083515,0.7515268214606258,0.33719048455984546,58.69622969965741,76.84314096876264,57.16164679371073,0.35515115194984787,0.2892742399116511
29,0,城投,2003-12-31,10,153.3022339466345,16.264325894956155,60.942852650309746,89.03870542153808,80.80272476469156,64.5383988697354,0.8172052866905369,-24.427736469214008,23.70839766856629,6.395132361058597,-0.031769598258826415,1.1129008626834038,-133.77903352419207,33.477386657810655,0.7100865368520577,1.0024570279255367,2.0396354819857185,1.7619834015325027,2.5861341995088925,56.41825834095983,33.687477103204024,54.56718056468967,0.809068645659288,0.22173177227395746
30,0,城投,2004-12-31,17,226.45965059439843,20.86132357265516,79.86062489133124,143.2833626300135,122.14279758805272,101.28147401539755,7.947726261750472,-44.75355611083385,40.04299876663204,10.617999816460333,-0.17971444523573593,0.9459535152209944,8.998318837166359,101.14926804548925,0.6429876346094682,0.9751308030464785,1.869747281173125,1.476001779863908,2.8637134017152395,62.284213726224166,31.3225370213791,59.84484502454913,0.8458031321498103,0.1596970609494254
31,0,大数据,2003-12-31,1,28.843900694200002,8.155204982599999,10.6187558603,16.766723553,13.6019292751,5.4467242925,0.37612474020000003,-1.9392097404,2.4187879463,29.133379752899998,0.6401883909,0.6502471929,2.1974,45.7726,4.1444,5.4797,1.3058,0.997,5.7522,58.1292,97.8707,56.1583,0.5341395058847457,0.4863922851009745
32,0,大数据,2004-12-31,1,34.3007883968,10.579766291799999,11.192387513800002,20.2531832785,15.0151025281,4.4353362362999995,0.39519851729999994,0.2867487915,2.1892750099000002,35.474070813000004,0.7224589393,0.8568350988,2.0366,21.7644,4.6455,7.4389,1.4237,1.1536,6.0145,59.0458,99.8635,57.2932,0.5921530695511076,0.522375477786303
33,0,家具家居,2003-12-31,2,16.473282961084774,1.9988248241978406,7.804641583328841,7.5028148459124715,5.812810379909511,3.8139855557116715,0.5993230105524923,-1.8044698923891351,1.6119323367076952,13.308748830386458,1.1789341703310623,0.7459045097236001,9.882454824442732,81.10114771908543,10.159165209186586,11.572564117318299,1.2109752568223837,0.8609493454821455,5.026690865555726,47.09527668985996,90.2225903194027,44.06367482836049,0.3391759875229222,0.25117153463107794
34,0,家具家居,2004-12-31,2,19.281199707316713,3.1035251655262925,9.189762546786113,8.85134352650099,6.8952348683345335,3.791709702808241,0.6535257386105144,-1.8044720562107186,2.406800471591893,14.494728968001356,1.218594025473558,0.9107783570946099,9.505196977924813,17.722809286520096,9.103640823950192,9.057701031946703,1.5603782278578715,1.1444078977940566,3.9637655903253783,43.85925335262749,91.96191009164099,40.94137848044598,0.5280980209717102,0.47370355974316447
35,0,家电,2003-12-31,4,28.865955509321687,6.2271229182383765,8.213988588124321,20.320398963025276,17.031067746532216,10.80394482829384,1.2244003558877237,0.23710032198056952,-0.0161110568622731,14.33683428042871,0.9573748634881042,0.9000321049146471,7.5164968969857116,20.519456339684076,6.7765206215776,19.00055981753473,1.0956534426366187,0.8131099515037865,2.9959988778138964,68.60278222866611,86.43164190964885,64.8178234779547,0.40517675946603754,0.3349288615847976
36,0,家电,2004-12-31,5,83.01116023289855,9.556122483900365,8.812961152530047,56.72228253153543,25.085258982468066,15.529136498567702,8.1598759291038,-9.992984207527863,1.6093115983781132,120.17193343566952,3.986070060361314,3.1327660748275172,2.6205285864886343,35.303309596902864,5.673127609935319,7.085730473379209,1.0288214040417807,0.6566607640186772,1.4821332217328176,67.40390830198334,98.86577450200579,71.06532197684382,0.2802595446253915,0.23918198376968386
37,0,建材,2003-12-31,21,58.03286876025185,7.747769785517882,21.177848813336666,33.06540794715525,25.67996396893581,17.932194183417927,7.337487204404386,-10.100097847089536,6.656009657705582,23.03273371900977,4.533680330921769,3.467769022608287,12.775789130546109,42.3717252267509,8.363866053155643,9.8900883862372,0.9968922177773014,0.7629789392642408,5.163300872531446,53.82515144626473,69.33954276232377,51.56590284022901,0.4740718213764921,0.26601198013093075
38,0,建材,2004-12-31,24,71.63699839998661,8.193002757090216,22.33019658617162,43.75438156874596,31.652971598957087,23.45996884186687,5.153957026653159,-8.892963371612709,2.836542198211319,36.54202099967406,4.447812484710239,3.9032727157583946,8.577476775175278,36.243798690063436,6.8081258634016315,7.44544976876381,0.8715667922812511,0.6373574503494939,4.926344187243768,59.379502096347714,70.63440770453694,57.838600483670845,0.33859709073382405,0.19417936260897697
39,0,建筑业,2003-12-31,24,439.66613382047404,68.50878599101527,61.880038422875586,353.5210130110451,218.3512969374534,149.84251094643813,20.08654963595862,-10.90414922847113,1.1170710137740347,425.39515500695023,5.556133155292246,4.272083898464669,1.3062164147906177,27.579975548081624,1.8525760705751881,4.313804004554841,1.07575796888483,0.8499807484822965,4.109796633553315,79.56481467134552,90.77425042946751,69.34283797941498,0.2431684870659679,0.20983385381122444
40,0,建筑业,2004-12-31,29,589.7998321460622,91.4570594714223,45.18363301332759,519.9387593960054,226.21184630094524,134.75478682952294,11.046452984461675,-25.72505816656675,22.630244827966706,621.772178147453,8.054503177959116,5.092994127186233,1.4077419040664272,27.26474763392519,2.175213007355968,8.79787434089387,1.031744382371112,0.817753369050631,7.813894322108085,85.84465356889076,86.53446714033215,78.96645745244523,0.2284987625975501,0.18879813984809388
41,0,房地产,2003-12-31,64,40.86502706331794,4.9546073598886515,15.314170399066986,24.41951182720138,16.114100403711127,11.159493043822474,-1.1595268123754343,-1.1029637869653952,2.4274449332877923,17.765750159179017,1.569314544751277,1.1447325630589866,8.907414830901413,25.226967484659767,4.581677879775716,5.992891098780147,1.515680776265241,0.6507677682942067,2.3969023509403895,59.49887755510653,83.89100945538922,52.609994848465675,0.33016055223411567,0.2595142845225627
42,0,房地产,2004-12-31,69,48.798648058774695,7.307881260109311,17.816256744605816,29.730754759032497,18.31885961857875,11.01097835846944,1.0836735084307267,-1.5457562351953222,2.9695698454290067,21.191283491067903,2.1702809154014706,1.5423852841627632,8.149574141000082,31.191898853889285,4.410123390374959,4.896682332187215,1.530792737668741,0.6654298689548996,2.1741792187878652,61.66779536202298,82.67587480854166,53.77030470296945,0.3398285824996267,0.2718796995047816
43,0,投资管理,2003-12-31,51,548.8736347888384,61.03029372531249,165.23390229889495,335.73035239159066,262.23908172091564,201.20878799560313,12.857634231791717,-38.42926104495457,34.55058664790108,122.84669706806396,8.59162979552936,7.78457882727159,8.625367263369604,22.24829277221319,3.3326024443411475,3.46446398120854,1.2569817365458658,0.9779864260798627,2.9291504897629053,56.90784340680949,55.455249480175084,56.73766442217005,0.5197712859485757,0.23061040545291978
44,0,投资管理,2004-12-31,65,635.5799512056841,77.89406997129683,187.892743181092,378.4821335476713,297.3356598262579,219.44709776777543,27.46188830494826,-60.60129298151588,45.25273666689778,200.96052742465508,16.16965242852872,14.617548991587313,9.634873842965577,33.83208521102606,3.5266723485426117,4.203135408640276,1.2161093372008445,0.9044279205074125,3.0633591215261626,57.53750635148629,56.7374629157641,58.717093337251576,0.512204550732864,0.22745507138007967
45,0,文化传媒,2003-12-31,9,32.65549934107333,5.78475287908617,15.688180048432217,14.714483264971275,13.708443778992377,7.92369089990621,2.5015716549566216,-3.400067207574329,2.1251484351618526,10.746970835414515,0.4733242800070329,0.7339540792607787,-5.516995844068523,27.965986336757727,4.775683187004329,6.447487612988387,1.4064860738896976,1.3104874218790146,20.88000277295701,47.08264296748815,75.91162657973949,47.425018596334844,0.7266024081381892,0.4976934136981329
46,0,文化传媒,2004-12-31,12,35.20510766577026,7.462569270585082,15.659266902339846,17.70301319842396,15.180652805873681,7.718083535288599,1.3708475771813682,-2.899920605883238,2.8962831812132093,13.845105917271443,0.9378000180902124,0.6798545373283454,5.252668464353164,17.3381818842145,2.1916803180496878,0.14335447772719384,1.6746743997255809,1.4996296523019037,13.507388787214026,49.8162292170071,70.86603939925469,46.34569730326623,1.0189275540476526,0.5134271767738575
47,0,新能源,2003-12-31,2,46.6584135793238,5.055046560010682,26.683397442014105,18.7344404229743,10.00075193466971,4.945705374659028,3.1236843487449026,-4.54264558844209,-2.8455084496199694,33.7531536658504,7.4121799734907405,6.874957416115066,20.333715370787367,74.94565458895265,18.240193603348924,25.545492130698268,1.451780993878157,1.1025955757109263,2.0948195667319958,43.05115686488239,95.97304613199307,28.09642632851826,0.3499371141765407,0.2987983729591509
48,0,新能源,2004-12-31,2,74.19423767953413,6.272970267818431,33.03124225817593,40.60718727454329,31.31839562191107,25.045425354092632,3.555728237602804,-0.7009386447819693,0.21397159112948252,55.624052287119326,8.18127923291504,7.592239191133949,13.917854584780645,59.85186758090083,13.218274984617771,23.34053255989187,0.9879906349361957,0.7015447332314091,3.223290279139162,55.46512368631329,95.81657291051371,47.471290504601185,0.19296999586667546,0.16535539520663203
49,0,旅游,2003-12-31,8,92.55255501867364,7.720567718419515,34.52338413929583,52.476712585666846,42.31247609120846,34.59190837278895,2.4912407873057836,-6.285767856142453,3.945453712080605,41.22123456653578,1.096501709888779,0.9512905624759178,10.92120426133681,-9.260538397865107,3.6404274931801384,3.606057051290145,0.7541546944286617,0.6308818224718861,22.190434664743954,49.642598367557014,82.844980293637,48.17153166822006,0.4145703559750169,0.22069642925401145
50,0,旅游,2004-12-31,10,143.07571601620063,17.59500393863358,37.50290952673135,86.88673544844214,64.06737990355164,46.6251108449588,4.2470261533088145,-6.994270500861922,3.428997003188314,118.36067859068278,5.316193508042534,4.15539913732436,11.241642368343639,49.177096540514654,4.1641507672607645,4.352413965890557,0.995844883267239,0.6786920595906115,8.09079747352028,56.60074737797949,81.98410393634332,58.15989209520047,0.4678655126263549,0.25773748456095025
51,0,日用品,2003-12-31,6,41.16070898732019,4.884488452057407,18.957408545960394,18.812810226373816,17.294059747626235,12.40957129556883,2.6795375776812924,-5.962428511455931,4.289142133329536,16.40644747232706,1.987240993115168,1.6795069820648854,11.004629195266025,19.2297845836666,7.321847960150571,8.784761457065692,1.1654958983000956,0.8241189117680512,3.859488728914164,45.15886787584412,78.23258372297997,45.85162831037847,0.4491840030322087,0.29035219347466534
52,0,日用品,2004-12-31,6,48.48180337664621,3.870135643446194,19.766100896562754,24.846073129837784,22.702397822936312,18.83226217949012,3.2014401321743735,-6.865682825895845,2.545714246579035,19.531921046245177,1.8083730919712353,1.7559132252723124,9.20397628823378,20.41827477588275,6.634523065689425,8.128915444341462,1.047392710933234,0.749046044288142,3.8494246562998233,48.338228673250136,83.23766640634793,48.66899144668754,0.34684275848564006,0.25672792421356483
53,0,有色,2003-12-31,33,128.8830117129544,10.553246033261724,63.778006445048014,61.500610641808066,46.814104669046436,36.260858635784714,17.89964813389922,-17.098704280203354,0.8902543969019424,83.4570454544342,13.70402745297282,10.13513668161178,12.39896042311192,30.196515007408784,7.862215908671905,10.790218661094757,1.0751638035285893,0.611275946887685,2.7296982925396303,50.786624767367314,70.71476855831726,45.95531206229696,0.34343676304680676,0.20617833720092563
54,0,有色,2004-12-31,44,336.58700475980464,45.20402954830823,118.50883880701353,161.00717404951791,106.35912553115472,61.15509598284648,49.35925087997033,-49.130001893452544,22.780765146632103,204.2589918123045,42.17021024081324,31.300476687228375,15.167443092331204,55.91439741695306,11.920468210379008,15.553199742878277,1.1227161473629126,0.737289174825884,3.43510166160386,51.6567135875094,70.0449008275894,49.63493704990238,0.4531139744665655,0.24855335787625255
55,0,机械,2003-12-31,33,69.88678401354868,11.345201631270552,21.87245164331465,42.94600294601833,26.32700524300293,14.98180361173238,7.316049473720756,-3.8064854121634557,0.6600791560035998,49.977629843179834,3.035150404744487,2.3763194385311937,6.50200308909353,45.030960287031505,6.430102589296217,9.479686771519749,1.3188145892380778,0.8867184570722417,3.2677778931482373,56.52755662019994,90.92767620762504,46.69071361663063,0.39671545941618347,0.26830221208154537
56,0,机械,2004-12-31,35,102.23751820783878,20.109202367886223,29.002031044043033,65.37293608978327,38.362298334940796,18.253095967054573,8.400302653396471,-5.569003629448116,2.3513249470438837,88.34056536161665,6.9406691960127835,5.697846855152807,6.708892300139022,50.534084273676314,8.037965435733144,14.474603497564186,1.2859906769338818,0.8180848140369872,3.6242295832341025,60.140011424917155,90.69797473029438,52.085373523583684,0.3956039184901056,0.28904840655811564
57,0,核电,2003-12-31,2,197.1114755164511,3.112415350028826,17.39725337035796,179.7142221460931,176.3598774189157,173.24746206888688,4.165337953441809,-3.6458557720805684,0.9856588877047642,20.920917138325397,0.9992705746730199,0.6517100204367751,5.5278799172128075,17.335032181511455,4.364673420834091,4.323329277977315,1.7194291578244634,1.4604266974847606,0.0,89.80483531179321,7.287853593830208,89.62408247878253,0.2396211827516952,0.017400930080263256
